id_equipamento,idade_dias,num_manutencoes,intervalo_medio_manut,num_falhas_historico,taxa_falhas_ano,minutos_falha_historico,taxa_minutos_falha_ano,dias_desde_ultima_manut,limite_potencia,utilizacao_media,utilizacao_maxima,utilizacao_minima,utilizacao_desvio,qtd_sobrecargas,dias_com_dados_util,vai_falhar
F239CDD0-6ABC-4E85-8155-849BFED176DD,12751,11,93.2,18,0.5152537055917183,1255,35.92463336208925,125,741.0,224.44393425819737,455.4583,0.0,76.45260309953143,0,1064,0
140D7CE9-2398-4B37-BF23-E597E20E1234,6877,3,293.0,2,0.10615093790897194,495,26.272357132470553,470,487.0,119.36107221033284,519.6515,0.0,55.13293985353445,1,1064,0
5680A0F5-83E4-4AB1-94D3-427C75B6CA33,10510,7,154.33333333333334,1,0.034728829686013325,5,0.17364414843006662,122,407.0,45.88688243933276,189.9586,0.0,32.01413062579788,0,1064,0
111ADE95-8574-41F6-9BF9-2B67EF7A95C6,8426,7,170.16666666666666,2,0.08663660099691431,78,3.378827438879658,24,188.0,44.14976513272673,231.03,0.01036914,10.92857753957797,5,1064,0
9ACC3111-44AF-4292-926E-4661533CEC10,12751,4,292.3333333333333,3,0.08587561759861972,155,4.436906909262019,166,266.0,149.58695484520317,236.9,-27.1,22.17978008489713,0,1064,0
AED1F5C4-0302-4541-886C-584F8D7BAFD4,2829,3,209.5,2,0.25804171085189115,1893,244.23647932131496,624,452.0,69.94059977497106,258.5451,-1.656494,40.65673857557373,0,1064,0
C8D59FD5-A8B0-4A8C-A957-F1CEEABA7EFC,12751,6,166.2,2,0.057250411732413145,958,27.422947219825897,208,324.0,169.78770881476012,304.0137,-370.0966,32.678110896057945,0,1064,0
63C274E2-FF8F-48BE-9430-D0099841D0CE,3517,3,215.0,1,0.10378163207278931,53,5.500426499857833,616,451.0,134.2672369283625,227.3683,0.04074871,19.095266868846494,0,1064,0
8023F211-A03E-4A6A-9DF7-3E088F3BD1BD,1212,5,169.25,1,0.30115511551155116,23,6.926567656765676,359,482.0,62.91977447816309,243.8531,0.0,34.77671407865381,0,1064,0
78600FF0-ABFF-4154-87B9-47180890E6B9,2952,3,24.5,2,0.247289972899729,332,41.050135501355015,985,490.0,84.43335905431124,196.2717,0.0,28.107555490816946,0,1064,0
D05B54E3-8C01-490F-B9DB-B13A9F4BB8D7,12751,4,4.666666666666667,0,0.0,0,0.0,1016,200.0,42.6876369799421,357.1797,0.0,31.681595559704984,5,1064,0
8E4DB99F-E4AB-406B-9034-A5BF1E1665A1,9201,13,70.08333333333333,3,0.11900880339093577,653,25.904249538093683,185,259.0,45.48428511502088,106.5674,0.0,17.690425145928916,0,1064,0
E1B50D7E-9ECA-4DF4-890D-CFA2B6C970C1,841,9,28.75,4,1.7360285374554103,189,82.02734839476814,796,722.0,173.72260279235593,412.7343,0.0,58.79271087483938,0,1064,0
4CE784EE-65E4-4168-BDFE-8B64BD300EAA,12751,5,187.25,6,0.17175123519723945,587,16.802995843463258,279,489.0,126.57631867757685,379.0,-307.125,38.86105143269889,0,1064,0
77BEE62F-612C-40BC-B8C7-5C4A547C2328,12751,5,156.75,1,0.028625205866206573,89,2.547643322092385,398,266.0,115.0674224185822,206.6,0.0,22.279496778671906,0,1064,0
BAA8A8EF-F082-42DB-BCA0-CC851F318378,584,9,104.375,4,2.5,415,259.375,189,678.0,151.20744939133505,378.2227,0.0,57.30420072459329,0,1064,0
14D77E1B-0EE7-473C-9AA3-62DDBF2A4431,12751,6,128.4,2,0.057250411732413145,90,2.5762685279585917,381,455.0,104.48616411811224,343.6523,0.0,60.346069969360386,0,1064,0
4F8F1F3C-CC15-4CE4-83A8-0B21806528E4,12751,6,183.8,3,0.08587561759861972,21263,608.6577523331504,98,706.0,232.71724991125245,538.7278,0.0,102.26218890494455,0,1064,0
4592F955-D4C0-425B-8D9F-27B64019C189,6382,5,73.5,0,0.0,0,0.0,724,312.0,38.26020711470717,92.0,-347.9079,11.231472757613481,0,1064,1
4D6AA979-6948-44E5-8AE9-84055A94F4E6,9742,9,104.0,5,0.18733319646889757,381,14.274789570929993,211,151.0,19.03774250258988,239.0,0.0,13.313392918838998,1,1064,0
A47D7EBD-BF11-450F-9725-C86375E38DEA,403,4,251.66666666666666,2,1.8114143920595533,70,63.39950372208437,256,226.0,36.93980527884345,168.0,-112.1648,18.606550892020906,0,1064,0
E0991600-E200-4AC5-B956-72C797B539C3,12751,8,138.85714285714286,5,0.14312602933103288,11198,320.5450552897812,31,450.0,141.56672557464688,324.84,0.0,53.62611994710421,0,1064,1
4D40A75C-4A61-40B3-B59F-455C13BF30E9,3106,4,243.66666666666666,0,0.0,0,0.0,274,416.0,62.50966643046396,223.3955,-0.41,36.74078907360049,0,1064,0
E10035E9-3800-4DB9-874D-4EBDA6974EB4,2147,3,168.0,5,0.8500232883092688,437,74.29203539823008,670,451.8,57.185688782598184,235.05,0.0,22.39805139144235,0,1064,0
8F95A664-DE6F-49FB-859A-3C27EF11F534,7092,9,58.625,2,0.10293288212069937,104,5.352509870276368,528,489.0,118.74546590646179,372.0,0.0,45.00580940925991,0,1064,0
0D22829A-A658-4CBB-94CF-DD30D0CE3D8F,5388,5,236.5,0,0.0,0,0.0,49,753.0,191.53617687442693,481.925,0.0,65.40237335010663,0,1064,0
